-4,45199108400;-2,04210114000
-4,52841726200;-1,99402624100
-4,86767881600;-2,05837954000
-4,94210801200;-2,00144698600
-5,02245136600;-1,94524547500
-5,10170372500;-1,88844373100
-5,17659885900;-1,82836586500
-5,23993624600;-1,76120719700
-5,31624780700;-1,69854896600
-5,39803536800;-1,63426211600
-5,48004749400;-1,56814453800
-5,56570367400;-1,50271955900
-5,65197644800;-1,43377874700
-5,74970229200;-1,36712170400
-5,80798481000;-1,28759933100
-5,89129749300;-1,20863936500
-5,96771244600;-1,13131902100
-6,07169072800;-1,05694939100
