Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
59	24	0	0.725325833	293.200213	293.200261	293.200205	293.20035	0.000124514611	0	0	0	0	0	3
60	25	0	0.737619491	293.200215	293.20026	293.200205	293.20035	0.000118017568	0	0	0	0	0	3
61	25	0	0.749913149	293.200216	293.200259	293.200205	293.20035	0.000111275857	0	0	0	0	0	3
62	25	0	0.762206807	293.200219	293.200257	293.200205	293.20035	0.000104449363	0	0	0	0	0	3
63	26	0	0.774500465	293.200221	293.200256	293.200205	293.20035	9.76687693e-05	0	0	0	0	0	3
64	26	0	0.786794123	293.200223	293.200253	293.200205	293.20035	9.10374234e-05	0	0	0	0	0	3
65	27	0	0.799087782	293.200225	293.200251	293.200205	293.20035	8.46419325e-05	0	0	0	0	0	3
66	27	0	0.81138144	293.200227	293.200248	293.200205	293.20035	7.84342491e-05	0	0	0	0	0	3
67	27	0	0.823675098	293.200229	293.200246	293.200205	293.20035	7.24998459e-05	0	0	0	0	0	3
68	28	0	0.835968756	293.200231	293.200243	293.200205	293.20035	6.68619781e-05	0	0	0	0	0	3
69	28	0	0.848262414	293.200234	293.20024	293.200205	293.20035	6.15582505e-05	0	0	0	0	0	3
70	28	0	0.860556072	293.200238	293.200237	293.200205	293.20035	5.65957178e-05	0	0	0	0	0	3
71	29	0	0.872849731	293.200241	293.200235	293.200205	293.200344	5.21233981e-05	0	0	0	0	0	3
72	29	0	0.885143389	293.200244	293.200232	293.200205	293.200336	4.81960192e-05	0	0	0	0	0	3
73	30	0	0.897437047	293.200246	293.20023	293.200205	293.200324	4.48594718e-05	0	0	0	0	0	3
74	30	0	0.909730705	293.200249	293.200228	293.200205	293.200312	4.20825376e-05	0	0	0	0	0	3
75	30	0	0.922024363	293.200252	293.200227	293.200205	293.200299	3.98363041e-05	0	0	0	0	0	3
76	31	0	0.934318022	293.200255	293.200226	293.200205	293.200282	3.81851997e-05	0	0	0	0	0	3
77	31	0	0.94661168	293.200257	293.200225	293.200205	293.200267	3.71307099e-05	0	0	0	0	0	3
78	31	0	0.958905338	293.200259	293.200225	293.200205	293.200259	3.73242833e-05	0	0	0	0	0	3
79	32	0	0.971198996	293.200261	293.200225	293.200205	293.200261	3.73242833e-05	0	0	0	0	0	3
80	32	0	0.983492654	293.200262	293.200225	293.200205	293.200262	3.73242833e-05	0	0	0	0	0	3
81	32	0	0.995786312	293.200262	293.200226	293.200205	293.200262	3.73242833e-05	0	0	0	0	0	3
82	33	0	1.00807997	293.200263	293.200227	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
83	33	0	1.02037363	293.200263	293.200228	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
84	34	0	1.03266729	293.200263	293.200229	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
85	34	0	1.04496095	293.200262	293.20023	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
86	34	0	1.0572546	293.200261	293.200231	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
87	35	0	1.06954826	293.20026	293.200233	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
88	35	0	1.08184192	293.200259	293.200234	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
89	36	0	1.09413558	293.200258	293.200235	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
90	36	0	1.10642924	293.200257	293.200236	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
91	36	0	1.11872289	293.200255	293.200238	293.200205	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
92	37	0	1.13101655	293.200254	293.200239	293.200206	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
93	37	0	1.14331021	293.200253	293.20024	293.200206	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
94	38	0	1.15560387	293.200252	293.200241	293.200207	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
95	38	0	1.16789753	293.200251	293.200242	293.200208	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
96	38	0	1.18019119	293.200251	293.200243	293.200209	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
97	39	0	1.19248484	293.20025	293.200244	293.20021	293.200263	3.73242833e-05	8.37724195e-06	0	22.4	0	0	3
98	39	0	1.2047785	293.20025	293.200245	293.200212	293.200263	3.70240903e-05	8.37724195e-06	0	22.6	0	0	3
99	40	0	1.21707216	293.200249	293.200246	293.200213	293.200263	3.63760405e-05	8.37724195e-06	0	23	0	0	3
100	40	0	1.22936582	293.200249	293.200247	293.200215	293.200263	3.54042822e-05	8.37724195e-06	0	23.6	0	0	3
101	41	0	1.24165948	293.200249	293.200248	293.200216	293.200263	3.41482468e-05	8.37724195e-06	0	24.5	0	0	3
102	41	0	1.25395313	293.200249	293.200249	293.200219	293.200263	3.25095339e-05	8.37724195e-06	0	25.7	0	0	3
103	42	0	1.26624679	293.200249	293.200249	293.200221	293.200263	3.05534314e-05	8.37724195e-06	0	27.4	0	0	3
104	42	0	1.27854045	293.200249	293.20025	293.200223	293.200263	2.83347462e-05	8.37724195e-06	0	29.5	0	0	3
105	42	0	1.29083411	293.20025	293.200251	293.200225	293.200263	2.59184992e-05	8.37724195e-06	0	32.3	0	0	3
106	43	0	1.30312777	293.20025	293.200251	293.200227	293.200263	2.63425387e-05	8.37724195e-06	0	31.8	0	0	3
107	43	0	1.31542143	293.20025	293.200252	293.200229	293.200263	2.69088385e-05	8.37724195e-06	0	31.1	0	0	3
108	44	0	1.32771508	293.20025	293.200252	293.200231	293.200263	2.74192867e-05	8.37724195e-06	0	30.5	0	0	3
109	44	0	1.34000874	293.20025	293.200253	293.200234	293.200263	2.78744495e-05	8.37724195e-06	0	30	0	0	3
110	44	0	1.3523024	293.20025	293.200253	293.200238	293.200263	2.5113479e-05	8.37724195e-06	0	33.3	0	0	3
111	45	0	1.36459606	293.20025	293.200254	293.200241	293.200263	2.18691769e-05	8.37724195e-06	0	38.3	0	0	3
112	45	0	1.37688972	293.20025	293.200254	293.200244	293.200263	1.89776653e-05	8.37724195e-06	0	44.1	0	0	3
113	45	0	1.38918337	293.20025	293.200254	293.200246	293.200263	1.64619611e-05	8.37724195e-06	0	50.8	0	0	3
114	46	0	1.40147703	293.200249	293.200254	293.200249	293.200263	1.35259047e-05	8.37724195e-06	0	61.9	0	0	3
115	46	0	1.41377069	293.200249	293.200254	293.200249	293.200263	1.35163109e-05	8.37724195e-06	0	61.9	0	0	3
116	46	0	1.42606435	293.200249	293.200254	293.200249	293.200263	1.35203298e-05	8.37724195e-06	0	61.9	0	0	3
117	47	0	1.43835801	293.200249	293.200254	293.200249	293.200263	1.36894601e-05	8.37724195e-06	0	61.1	0	0	3
118	47	0	1.45065167	293.200249	293.200254	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
119	47	0	1.46294532	293.200249	293.200253	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
120	48	0	1.47523898	293.200249	293.200253	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
121	48	0	1.48753264	293.200249	293.200253	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
122	48	0	1.4998263	293.200249	293.200252	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
123	49	0	1.51211996	293.200249	293.200252	293.200249	293.200263	1.38861131e-05	8.37724195e-06	0	60.3	0	0	3
124	49	0	1.52441361	293.200249	293.200252	293.200249	293.200263	1.37648789e-05	8.37724195e-06	0	60.8	0	0	3
125	50	0	1.53670727	293.200249	293.200251	293.200249	293.200262	1.33384274e-05	8.37724195e-06	0	62.8	0	0	3
126	50	0	1.54900093	293.20025	293.200251	293.200249	293.200261	1.23157458e-05	8.37724195e-06	0	68	0	0	3
127	50	0	1.56129459	293.20025	293.200251	293.200249	293.20026	1.12467424e-05	8.37724195e-06	0	74.4	0	0	3
128	51	0	1.57358825	293.20025	293.200251	293.200249	293.200259	1.03485888e-05	8.37724195e-06	0	80.9	0	0	3
129	51	0	1.58588191	293.20025	293.20025	293.200249	293.200258	9.3985721e-06	8.37724195e-06	0	89.1	0	0	3
130	51	0	1.59817556	293.20025	293.20025	293.200249	293.200257	8.03331574e-06	8.37724195e-06	0	100	0	0	3
131	52	0	1.61046922	293.20025	293.20025	293.200249	293.200255	6.60717723e-06	8.37724195e-06	0	100	0	0	3
132	52	0	1.62276288	293.20025	293.20025	293.200249	293.200254	5.21194232e-06	8.37724195e-06	0	100	0	0	3
133	52	0	1.63505654	293.200251	293.20025	293.200249	293.200253	3.99175178e-06	8.37724195e-06	0	100	0	0	3
