x,y
-0.715776552,0.689710057
-0.705160516,0.700560262
-0.697174274,0.714109293
-0.690313132,0.72902927
-0.685863592,0.746851559
-0.681902831,0.765266934
-0.656225048,0.808114908
-0.634311104,0.806427597
-0.612610414,0.804257145
-0.594100236,0.805633914
-0.5788223,0.810543477
-0.566945631,0.82011073
-0.559915782,0.836984621
-0.552734358,0.853682405
