x,y
0.300855094,1.468498237
0.324755056,1.470568013
0.352420471,1.485775441
0.390261328,1.545487638
0.418134998,1.553719414
0.444284328,1.555807037
0.469013789,1.553755177
0.493108369,1.546277213
0.515490632,1.533686248
0.537601188,1.52077417
0.537215658,1.446460606
0.558879431,1.437156203
0.587540444,1.445128384
