x,y
-0.866062628,0.082677285
-0.863652805,0.096254161
-0.866080307,0.109699348
-0.872258154,0.123800977
-0.879193959,0.138267698
-0.894758792,0.154501423
-0.914936281,0.29067432
-0.904618178,0.302955351
-0.897056397,0.315738457
-0.890253968,0.328707886
-0.888767486,0.343949668
-0.887217161,0.358740493
-0.892793079,0.376671585
-0.914615484,0.401845172
