x,y
0.012590408,0.809902146
0.024897985,0.800612946
0.037182566,0.792127786
0.049303514,0.788460016
0.061397287,0.785604451
0.073387148,0.78457524
0.085464865,0.782345676
0.096550172,0.781055097
0.108604281,0.780480039
0.120816251,0.78070703
0.134524814,0.790637118
