0,530020638864456;3,705283707198720
0,580431025270482;3,658239439490560
0,631590413623710;3,622350464278410
0,684592412998708;3,600494125595440
0,756848403799105;3,673850970021430
0,835240463590608;3,767526259726050
0,920436067843216;3,871077262673790
1,021422811799260;4,026463687060690
1,078052661022690;3,997174171156750
1,135116510329130;3,966785337005200
1,185419081844890;3,915490168018170
1,237465926396840;3,873116827171930
1,291366634971890;3,838603099961470
1,345873241152150;3,803925470795450
1,396848170376670;3,764178411924000
1,443302810021520;3,714444933297260
1,490448274005840;3,668809649550790
1,542396325563650;3,636414986162760
1,591276510006790;3,597804217680110
1,639338664725510;3,558552038093880
1,688303562672200;3,522281404226150
1,736039300240110;3,486716564253450
