-4.45199108448982,-2.04210114018851
-4.5284172616124,-1.99402624148428
-4.86767881594612,-2.05837954030237
-4.94210801189946,-2.00144698637841
-5.02245136638298,-1.94524547476312
-5.10170372484741,-1.88844373133982
-5.17659885929663,-1.82836586513923
-5.23993624572056,-1.76120719711639
-5.31624780725321,-1.69854896640311
-5.39803536767416,-1.63426211584814
-5.4800474936217,-1.56814453838704
-5.56570367411135,-1.50271955885399
-5.65197644803844,-1.43377874716633
-5.74970229174814,-1.36712170368163
-5.8079848102958,-1.28759933068015
-5.89129749303911,-1.20863936489769
-5.96771244579476,-1.13131902120364
-6.07169072847472,-1.05694939061101
